pt,location,year_report,year_birth,age,n_doses,value,source
AB,Z3.2.C.04,2018,2001,NA,2,0.9062,PT
AB,Z3.2.C.04,2019,2002,NA,2,0.9146000000000001,PT
AB,Z3.2.C.04,2020,2003,NA,2,0.9094000000000001,PT
AB,Z3.2.C.04,2021,2004,NA,2,0.9424000000000001,PT
AB,Z3.2.C.04,2022,2005,NA,2,0.8841000000000001,PT
AB,Z3.2.C.04,2023,2006,NA,2,0.9074000000000001,PT
AB,Z3.2.C.04,2023,2021,NA,2,0.5537000000000001,PT
AB,Z3.2.C.04,2014,2007,NA,2,0.7410000000000001,PT
AB,Z3.2.C.04,2015,2008,NA,2,0.7631,PT
AB,Z3.2.C.04,2016,2009,NA,2,0.8008,PT
AB,Z3.2.C.04,2017,2010,NA,2,0.7190000000000001,PT
AB,Z3.2.C.04,2018,2011,NA,2,0.752,PT
AB,Z3.2.C.04,2019,2012,NA,2,0.8129000000000001,PT
AB,Z3.2.C.04,2020,2013,NA,2,0.7418,PT
AB,Z3.2.C.04,2021,2014,NA,2,0.6568,PT
AB,Z3.2.C.04,2022,2015,NA,2,0.6726000000000001,PT
AB,Z3.2.C.04,2023,2016,NA,2,0.6501,PT
AB,Z3.2.C.05,2014,2001,NA,1+,0.936,PT
AB,Z3.2.C.05,2015,2002,NA,1+,0.9578,PT
AB,Z3.2.C.05,2016,2003,NA,1+,0.9576,PT
AB,Z3.2.C.05,2017,2004,NA,1+,0.9458,PT
AB,Z3.2.C.05,2018,2005,NA,1+,0.9393,PT
AB,Z3.2.C.05,2019,2006,NA,1+,0.9431000000000002,PT
AB,Z3.2.C.05,2020,2007,NA,1+,0.902,PT
AB,Z3.2.C.05,2021,2008,NA,1+,0.9272,PT
AB,Z3.2.C.05,2022,2009,NA,1+,0.9203,PT
AB,Z3.2.C.05,2023,2010,NA,1+,0.8849000000000001,PT
AB,Z3.2.C.05,2014,1997,NA,1+,0.9601999999999999,PT
AB,Z3.2.C.05,2015,1998,NA,1+,0.9697,PT
AB,Z3.2.C.05,2016,1999,NA,1+,0.9433000000000001,PT
AB,Z3.2.C.05,2017,2000,NA,1+,0.9612,PT
AB,Z3.2.C.05,2018,2001,NA,1+,0.9420000000000001,PT
AB,Z3.2.C.05,2019,2002,NA,1+,0.9578,PT
AB,Z3.2.C.05,2020,2003,NA,1+,0.9617,PT
AB,Z3.2.C.05,2021,2004,NA,1+,0.9551000000000001,PT
AB,Z3.2.C.05,2022,2005,NA,1+,0.9435000000000001,PT
AB,Z3.2.C.05,2023,2006,NA,1+,0.9431000000000002,PT
AB,Z3.2.C.05,2014,2012,NA,1,0.8464000000000002,PT
AB,Z3.2.C.05,2015,2013,NA,1,0.8210000000000001,PT
AB,Z3.2.C.05,2016,2014,NA,1,0.8510000000000001,PT
AB,Z3.2.C.05,2017,2015,NA,1,0.8244000000000001,PT
AB,Z3.2.C.05,2018,2016,NA,1,0.857,PT
AB,Z3.2.C.05,2019,2017,NA,1,0.8412000000000001,PT
AB,Z3.2.C.05,2020,2018,NA,1,0.8363,PT
AB,Z3.2.C.05,2021,2019,NA,1,0.8255,PT
AB,Z3.2.C.05,2022,2020,NA,1+,0.7649000000000001,PT
AB,Z3.2.C.05,2023,2021,NA,1+,0.6643000000000001,PT
AB,Z3.2.C.05,2014,2001,NA,2,0.9016000000000001,PT
AB,Z3.2.C.05,2015,2002,NA,2,0.9182000000000001,PT
AB,Z3.2.C.05,2016,2003,NA,2,0.8824000000000001,PT
AB,Z3.2.C.05,2017,2004,NA,2,0.8706999999999999,PT
AB,Z3.2.C.05,2018,2005,NA,2,0.8966000000000001,PT
AB,Z3.2.C.05,2019,2006,NA,2,0.8691000000000001,PT
AB,Z3.2.C.05,2020,2007,NA,2,0.8405,PT
AB,Z3.2.C.05,2021,2008,NA,2,0.8184000000000001,PT
AB,Z3.2.C.05,2022,2009,NA,2,0.8675,PT
AB,Z3.2.C.05,2023,2010,NA,2,0.8051999999999999,PT
AB,Z3.2.C.05,2014,1997,NA,2,0.9474000000000001,PT
AB,Z3.2.C.05,2015,1998,NA,2,0.9423,PT
AB,Z3.2.C.05,2016,1999,NA,2,0.9336000000000001,PT
AB,Z3.2.C.05,2017,2000,NA,2,0.8936000000000002,PT
AB,Z3.2.C.05,2018,2001,NA,2,0.9283000000000001,PT
AB,Z3.2.C.05,2019,2002,NA,2,0.927,PT
AB,Z3.2.C.05,2020,2003,NA,2,0.9048,PT
AB,Z3.2.C.05,2021,2004,NA,2,0.8978,PT
AB,Z3.2.C.05,2022,2005,NA,2,0.9225,PT
AB,Z3.2.C.05,2023,2006,NA,2,0.8910000000000001,PT
AB,Z3.2.C.05,2023,2021,NA,2,0.4765,PT
AB,Z3.2.C.05,2014,2007,NA,2,0.7323000000000001,PT
AB,Z3.2.C.05,2015,2008,NA,2,0.7177,PT
AB,Z3.2.C.05,2016,2009,NA,2,0.8012,PT
AB,Z3.2.C.05,2017,2010,NA,2,0.7344000000000002,PT
AB,Z3.2.C.05,2018,2011,NA,2,0.7795000000000001,PT
AB,Z3.2.C.05,2019,2012,NA,2,0.7851,PT
AB,Z3.2.C.05,2020,2013,NA,2,0.7005,PT
AB,Z3.2.C.05,2021,2014,NA,2,0.6962,PT
AB,Z3.2.C.05,2022,2015,NA,2,0.6988,PT
AB,Z3.2.C.05,2023,2016,NA,2,0.6286,PT
AB,Z3.3.A.01,2014,2001,NA,1+,0.9724,PT
AB,Z3.3.A.01,2015,2002,NA,1+,0.9330000000000002,PT
AB,Z3.3.A.01,2016,2003,NA,1+,0.9555,PT
AB,Z3.3.A.01,2017,2004,NA,1+,0.9551999999999999,PT
AB,Z3.3.A.01,2018,2005,NA,1+,0.9597,PT
AB,Z3.3.A.01,2019,2006,NA,1+,0.9577,PT
AB,Z3.3.A.01,2020,2007,NA,1+,0.9531000000000002,PT
AB,Z3.3.A.01,2021,2008,NA,1+,0.9068,PT
AB,Z3.3.A.01,2022,2009,NA,1+,0.9209,PT
AB,Z3.3.A.01,2023,2010,NA,1+,0.8733000000000001,PT
AB,Z3.3.A.01,2014,1997,NA,1+,0.9777,PT
AB,Z3.3.A.01,2015,1998,NA,1+,0.9460000000000001,PT
AB,Z3.3.A.01,2016,1999,NA,1+,0.9656999999999999,PT
AB,Z3.3.A.01,2017,2000,NA,1+,0.9463000000000001,PT
AB,Z3.3.A.01,2018,2001,NA,1+,0.9854999999999999,PT
AB,Z3.3.A.01,2019,2002,NA,1+,0.9669000000000001,PT
AB,Z3.3.A.01,2020,2003,NA,1+,0.9749000000000001,PT
AB,Z3.3.A.01,2021,2004,NA,1+,0.9746000000000001,PT
AB,Z3.3.A.01,2022,2005,NA,1+,0.9695,PT
AB,Z3.3.A.01,2023,2006,NA,1+,0.9577,PT
AB,Z3.3.A.01,2014,2012,NA,1,0.7442,PT
AB,Z3.3.A.01,2015,2013,NA,1,0.8371999999999999,PT
AB,Z3.3.A.01,2016,2014,NA,1,0.8336000000000001,PT
AB,Z3.3.A.01,2017,2015,NA,1,0.8932000000000001,PT
AB,Z3.3.A.01,2018,2016,NA,1,0.8154,PT
AB,Z3.3.A.01,2019,2017,NA,1,0.7945,PT
AB,Z3.3.A.01,2020,2018,NA,1,0.7710000000000001,PT
AB,Z3.3.A.01,2021,2019,NA,1,0.7908,PT
AB,Z3.3.A.01,2022,2020,NA,1+,0.7354999999999999,PT
AB,Z3.3.A.01,2023,2021,NA,1+,0.7074000000000001,PT
AB,Z3.3.A.01,2014,2001,NA,2,0.9259000000000001,PT
AB,Z3.3.A.01,2015,2002,NA,2,0.8758,PT
AB,Z3.3.A.01,2016,2003,NA,2,0.8704999999999999,PT
AB,Z3.3.A.01,2017,2004,NA,2,0.8974000000000001,PT
AB,Z3.3.A.01,2018,2005,NA,2,0.8915000000000001,PT
AB,Z3.3.A.01,2019,2006,NA,2,0.8349000000000001,PT
AB,Z3.3.A.01,2020,2007,NA,2,0.8290000000000001,PT
AB,Z3.3.A.01,2021,2008,NA,2,0.8330000000000001,PT
AB,Z3.3.A.01,2022,2009,NA,2,0.8386000000000001,PT
AB,Z3.3.A.01,2023,2010,NA,2,0.8225,PT
AB,Z3.3.A.01,2014,1997,NA,2,0.9433000000000001,PT
AB,Z3.3.A.01,2015,1998,NA,2,0.9206,PT
AB,Z3.3.A.01,2016,1999,NA,2,0.9524000000000001,PT
AB,Z3.3.A.01,2017,2000,NA,2,0.8851,PT
AB,Z3.3.A.01,2018,2001,NA,2,0.9629000000000001,PT
AB,Z3.3.A.01,2019,2002,NA,2,0.9375,PT
AB,Z3.3.A.01,2020,2003,NA,2,0.9201,PT
AB,Z3.3.A.01,2021,2004,NA,2,0.9331000000000002,PT
AB,Z3.3.A.01,2022,2005,NA,2,0.9066000000000001,PT
AB,Z3.3.A.01,2023,2006,NA,2,0.8451000000000001,PT
AB,Z3.3.A.01,2023,2021,NA,2,0.5626000000000001,PT
AB,Z3.3.A.01,2014,2007,NA,2,0.7376999999999999,PT
AB,Z3.3.A.01,2015,2008,NA,2,0.7510000000000001,PT
AB,Z3.3.A.01,2016,2009,NA,2,0.737,PT
AB,Z3.3.A.01,2017,2010,NA,2,0.7616,PT
AB,Z3.3.A.01,2018,2011,NA,2,0.763,PT
AB,Z3.3.A.01,2019,2012,NA,2,0.7001999999999999,PT
AB,Z3.3.A.01,2020,2013,NA,2,0.7696999999999999,PT
AB,Z3.3.A.01,2021,2014,NA,2,0.7006999999999999,PT
AB,Z3.3.A.01,2022,2015,NA,2,0.7274,PT
AB,Z3.3.A.01,2023,2016,NA,2,0.6478,PT
AB,Z3.3.A.02,2014,2001,NA,1+,0.9915,PT
AB,Z3.3.A.02,2015,2002,NA,1+,0.9914000000000002,PT
AB,Z3.3.A.02,2016,2003,NA,1+,0.9818000000000001,PT
AB,Z3.3.A.02,2017,2004,NA,1+,0.9768000000000001,PT
AB,Z3.3.A.02,2018,2005,NA,1+,0.9883000000000002,PT
AB,Z3.3.A.02,2019,2006,NA,1+,0.9726,PT
AB,Z3.3.A.02,2020,2007,NA,1+,0.9804,PT
AB,Z3.3.A.02,2021,2008,NA,1+,0.9794000000000002,PT
AB,Z3.3.A.02,2022,2009,NA,1+,0.9883000000000002,PT
AB,Z3.3.A.02,2023,2010,NA,1+,0.9546000000000001,PT
AB,Z3.3.A.02,2014,1997,NA,1+,0.9847,PT
AB,Z3.3.A.02,2015,1998,NA,1+,0.9864000000000002,PT
AB,Z3.3.A.02,2016,1999,NA,1+,0.9854,PT
AB,Z3.3.A.02,2017,2000,NA,1+,0.9826999999999999,PT
AB,Z3.3.A.02,2018,2001,NA,1+,0.9925,PT
AB,Z3.3.A.02,2019,2002,NA,1+,0.9938000000000001,PT
AB,Z3.3.A.02,2020,2003,NA,1+,0.9842,PT
AB,Z3.3.A.02,2021,2004,NA,1+,0.9839000000000001,PT
AB,Z3.3.A.02,2022,2005,NA,1+,0.9945,PT
AB,Z3.3.A.02,2023,2006,NA,1+,0.9726,PT
AB,Z3.3.A.02,2014,2012,NA,1,0.9133000000000001,PT
AB,Z3.3.A.02,2015,2013,NA,1,0.9413000000000001,PT
AB,Z3.3.A.02,2016,2014,NA,1,0.8771000000000001,PT
AB,Z3.3.A.02,2017,2015,NA,1,0.8791000000000001,PT
AB,Z3.3.A.02,2018,2016,NA,1,0.8794000000000001,PT
AB,Z3.3.A.02,2019,2017,NA,1,0.9047,PT
AB,Z3.3.A.02,2020,2018,NA,1,0.9372,PT
AB,Z3.3.A.02,2021,2019,NA,1,0.8325,PT
AB,Z3.3.A.02,2022,2020,NA,1+,0.8066000000000001,PT
AB,Z3.3.A.02,2023,2021,NA,1+,0.8361000000000002,PT
AB,Z3.3.A.02,2014,2001,NA,2,0.9890000000000001,PT
AB,Z3.3.A.02,2015,2002,NA,2,0.9724,PT
AB,Z3.3.A.02,2016,2003,NA,2,0.9357,PT
AB,Z3.3.A.02,2017,2004,NA,2,0.9692000000000001,PT
AB,Z3.3.A.02,2018,2005,NA,2,0.96,PT
AB,Z3.3.A.02,2019,2006,NA,2,0.9437000000000001,PT
AB,Z3.3.A.02,2020,2007,NA,2,0.9509000000000001,PT
AB,Z3.3.A.02,2021,2008,NA,2,0.9459000000000001,PT
AB,Z3.3.A.02,2022,2009,NA,2,0.9559000000000001,PT
AB,Z3.3.A.02,2023,2010,NA,2,0.9264000000000001,PT
AB,Z3.3.A.02,2014,1997,NA,2,0.9774,PT
AB,Z3.3.A.02,2015,1998,NA,2,0.9595,PT
AB,Z3.3.A.02,2016,1999,NA,2,0.9529000000000001,PT
AB,Z3.3.A.02,2017,2000,NA,2,0.9556999999999999,PT
AB,Z3.3.A.02,2018,2001,NA,2,0.9926,PT
AB,Z3.3.A.02,2019,2002,NA,2,0.9779000000000001,PT
AB,Z3.3.A.02,2020,2003,NA,2,0.9517,PT
AB,Z3.3.A.02,2021,2004,NA,2,0.9796,PT
AB,Z3.3.A.02,2022,2005,NA,2,0.9745,PT
AB,Z3.3.A.02,2023,2006,NA,2,0.9496000000000001,PT
AB,Z3.3.A.02,2023,2021,NA,2,0.7364000000000002,PT
AB,Z3.3.A.02,2014,2007,NA,2,0.9175,PT
AB,Z3.3.A.02,2015,2008,NA,2,0.9037000000000001,PT
AB,Z3.3.A.02,2016,2009,NA,2,0.8987,PT
AB,Z3.3.A.02,2017,2010,NA,2,0.8921000000000001,PT
AB,Z3.3.A.02,2018,2011,NA,2,0.884,PT
AB,Z3.3.A.02,2019,2012,NA,2,0.9088,PT
AB,Z3.3.A.02,2020,2013,NA,2,0.8653,PT
AB,Z3.3.A.02,2021,2014,NA,2,0.8301999999999999,PT
AB,Z3.3.A.02,2022,2015,NA,2,0.8572,PT
AB,Z3.3.A.02,2023,2016,NA,2,0.8487,PT
AB,Z3.3.A.04,2014,2001,NA,1+,0.9582,PT
AB,Z3.3.A.04,2015,2002,NA,1+,0.9182000000000001,PT
AB,Z3.3.A.04,2016,2003,NA,1+,0.9424000000000001,PT
AB,Z3.3.A.04,2017,2004,NA,1+,0.9836000000000001,PT
AB,Z3.3.A.04,2018,2005,NA,1+,0.8946000000000001,PT
AB,Z3.3.A.04,2019,2006,NA,1+,0.9828,PT
AB,Z3.3.A.04,2020,2007,NA,1+,0.9483000000000001,PT
AB,Z3.3.A.04,2021,2008,NA,1+,0.9558,PT
AB,Z3.3.A.04,2022,2009,NA,1+,0.9591000000000001,PT
AB,Z3.3.A.04,2023,2010,NA,1+,0.9288000000000001,PT
AB,Z3.3.A.04,2014,1997,NA,1+,0.9896,PT
AB,Z3.3.A.04,2015,1998,NA,1+,0.9597,PT
AB,Z3.3.A.04,2016,1999,NA,1+,0.9982000000000001,PT
AB,Z3.3.A.04,2017,2000,NA,1+,0.9516000000000001,PT
AB,Z3.3.A.04,2018,2001,NA,1+,0.9746000000000001,PT
AB,Z3.3.A.04,2019,2002,NA,1+,0.9580000000000001,PT
AB,Z3.3.A.04,2020,2003,NA,1+,0.9424000000000001,PT
AB,Z3.3.A.04,2021,2004,NA,1+,0.9940000000000001,PT
AB,Z3.3.A.04,2022,2005,NA,1+,0.8946000000000001,PT
AB,Z3.3.A.04,2023,2006,NA,1+,0.9828,PT
AB,Z3.3.A.04,2014,2012,NA,1,0.8602,PT
AB,Z3.3.A.04,2015,2013,NA,1,0.8971000000000001,PT
AB,Z3.3.A.04,2016,2014,NA,1,0.8159000000000001,PT
AB,Z3.3.A.04,2017,2015,NA,1,0.9109,PT
AB,Z3.3.A.04,2018,2016,NA,1,0.8513000000000001,PT
AB,Z3.3.A.04,2019,2017,NA,1,0.8972,PT
AB,Z3.3.A.04,2020,2018,NA,1,0.8709,PT
AB,Z3.3.A.04,2021,2019,NA,1,0.7198,PT
AB,Z3.3.A.04,2022,2020,NA,1+,0.9351999999999999,PT
AB,Z3.3.A.04,2023,2021,NA,1+,0.8656,PT
AB,Z3.3.A.04,2014,2001,NA,2,0.9311000000000001,PT
AB,Z3.3.A.04,2015,2002,NA,2,0.9616000000000001,PT
AB,Z3.3.A.04,2016,2003,NA,2,0.9516000000000001,PT
AB,Z3.3.A.04,2017,2004,NA,2,0.9437000000000001,PT
AB,Z3.3.A.04,2018,2005,NA,2,0.8623000000000001,PT
AB,Z3.3.A.04,2019,2006,NA,2,0.9554,PT
AB,Z3.3.A.04,2020,2007,NA,2,0.9266000000000001,PT
AB,Z3.3.A.04,2021,2008,NA,2,0.9427,PT
AB,Z3.3.A.04,2022,2009,NA,2,0.9903,PT
AB,Z3.3.A.04,2023,2010,NA,2,0.8545,PT
AB,Z3.3.A.04,2014,1997,NA,2,0.9526,PT
AB,Z3.3.A.04,2015,1998,NA,2,0.9583000000000002,PT
AB,Z3.3.A.04,2016,1999,NA,2,0.9795,PT
AB,Z3.3.A.04,2017,2000,NA,2,0.9760000000000001,PT
AB,Z3.3.A.04,2018,2001,NA,2,0.9506,PT
AB,Z3.3.A.04,2019,2002,NA,2,0.9803000000000001,PT
AB,Z3.3.A.04,2020,2003,NA,2,0.9623,PT
AB,Z3.3.A.04,2021,2004,NA,2,0.9659,PT
AB,Z3.3.A.04,2022,2005,NA,2,0.8928,PT
AB,Z3.3.A.04,2023,2006,NA,2,0.9554,PT
AB,Z3.3.A.04,2023,2021,NA,2,0.6416000000000001,PT
AB,Z3.3.A.04,2014,2007,NA,2,0.8941000000000001,PT
AB,Z3.3.A.04,2015,2008,NA,2,0.8007,PT
AB,Z3.3.A.04,2016,2009,NA,2,0.9630000000000001,PT
AB,Z3.3.A.04,2017,2010,NA,2,0.7421000000000001,PT
AB,Z3.3.A.04,2018,2011,NA,2,0.8487,PT
AB,Z3.3.A.04,2019,2012,NA,2,0.8529000000000001,PT
AB,Z3.3.A.04,2020,2013,NA,2,0.8315,PT
AB,Z3.3.A.04,2021,2014,NA,2,0.8003,PT
AB,Z3.3.A.04,2022,2015,NA,2,0.8817,PT
AB,Z3.3.A.04,2023,2016,NA,2,0.7673000000000001,PT
AB,Z3.3.B.03,2014,2001,NA,1+,0.9687,PT
AB,Z3.3.B.03,2015,2002,NA,1+,0.9793000000000001,PT
AB,Z3.3.B.03,2016,2003,NA,1+,0.9418000000000001,PT
AB,Z3.3.B.03,2017,2004,NA,1+,0.9632000000000001,PT
AB,Z3.3.B.03,2018,2005,NA,1+,0.9637,PT
AB,Z3.3.B.03,2019,2006,NA,1+,0.9420000000000001,PT
AB,Z3.3.B.03,2020,2007,NA,1+,0.9314000000000001,PT
AB,Z3.3.B.03,2021,2008,NA,1+,0.9524000000000001,PT
AB,Z3.3.B.03,2022,2009,NA,1+,0.9496000000000001,PT
AB,Z3.3.B.03,2023,2010,NA,1+,0.9480000000000001,PT
AB,Z3.3.B.03,2014,1997,NA,1+,0.9661000000000002,PT
AB,Z3.3.B.03,2015,1998,NA,1+,0.9661000000000002,PT
AB,Z3.3.B.03,2016,1999,NA,1+,0.9851000000000001,PT
AB,Z3.3.B.03,2017,2000,NA,1+,0.955,PT
AB,Z3.3.B.03,2018,2001,NA,1+,0.9782000000000001,PT
AB,Z3.3.B.03,2019,2002,NA,1+,0.9793000000000001,PT
AB,Z3.3.B.03,2020,2003,NA,1+,0.9461000000000002,PT
AB,Z3.3.B.03,2021,2004,NA,1+,0.9737,PT
AB,Z3.3.B.03,2022,2005,NA,1+,0.9685000000000001,PT
AB,Z3.3.B.03,2023,2006,NA,1+,0.9481000000000002,PT
AB,Z3.3.B.03,2014,2012,NA,1,0.8864000000000002,PT
AB,Z3.3.B.03,2015,2013,NA,1,0.8924000000000001,PT
AB,Z3.3.B.03,2016,2014,NA,1,0.9138000000000001,PT
AB,Z3.3.B.03,2017,2015,NA,1,0.8679000000000001,PT
AB,Z3.3.B.03,2018,2016,NA,1,0.9024000000000001,PT
AB,Z3.3.B.03,2019,2017,NA,1,0.904,PT
AB,Z3.3.B.03,2020,2018,NA,1,0.9031000000000001,PT
AB,Z3.3.B.03,2021,2019,NA,1,0.8036000000000001,PT
AB,Z3.3.B.03,2022,2020,NA,1+,0.7977,PT
AB,Z3.3.B.03,2023,2021,NA,1+,0.7045,PT
AB,Z3.3.B.03,2014,2001,NA,2,0.9188000000000001,PT
AB,Z3.3.B.03,2015,2002,NA,2,0.9374000000000001,PT
AB,Z3.3.B.03,2016,2003,NA,2,0.8771000000000001,PT
AB,Z3.3.B.03,2017,2004,NA,2,0.9284000000000002,PT
AB,Z3.3.B.03,2018,2005,NA,2,0.9316000000000001,PT
AB,Z3.3.B.03,2019,2006,NA,2,0.8943000000000001,PT
AB,Z3.3.B.03,2020,2007,NA,2,0.9211000000000001,PT
AB,Z3.3.B.03,2021,2008,NA,2,0.9275,PT
AB,Z3.3.B.03,2022,2009,NA,2,0.9197,PT
AB,Z3.3.B.03,2023,2010,NA,2,0.9071000000000001,PT
AB,Z3.3.B.03,2014,1997,NA,2,0.9257,PT
AB,Z3.3.B.03,2015,1998,NA,2,0.9199,PT
AB,Z3.3.B.03,2016,1999,NA,2,0.9512,PT
AB,Z3.3.B.03,2017,2000,NA,2,0.9465,PT
AB,Z3.3.B.03,2018,2001,NA,2,0.9389000000000002,PT
AB,Z3.3.B.03,2019,2002,NA,2,0.9592,PT
AB,Z3.3.B.03,2020,2003,NA,2,0.8942,PT
AB,Z3.3.B.03,2021,2004,NA,2,0.9411000000000002,PT
AB,Z3.3.B.03,2022,2005,NA,2,0.9499000000000001,PT
AB,Z3.3.B.03,2023,2006,NA,2,0.9011000000000001,PT
AB,Z3.3.B.03,2023,2021,NA,2,0.5567,PT
AB,Z3.3.B.03,2014,2007,NA,2,0.8503000000000001,PT
AB,Z3.3.B.03,2015,2008,NA,2,0.8344000000000001,PT
AB,Z3.3.B.03,2016,2009,NA,2,0.8358,PT
AB,Z3.3.B.03,2017,2010,NA,2,0.8185000000000001,PT
AB,Z3.3.B.03,2018,2011,NA,2,0.8317,PT
AB,Z3.3.B.03,2019,2012,NA,2,0.8054000000000001,PT
AB,Z3.3.B.03,2020,2013,NA,2,0.8310000000000001,PT
AB,Z3.3.B.03,2021,2014,NA,2,0.8654999999999999,PT
AB,Z3.3.B.03,2022,2015,NA,2,0.7559,PT
AB,Z3.3.B.03,2023,2016,NA,2,0.6920000000000001,PT
AB,Z3.3.B.05,2014,2001,NA,1+,0.9766000000000001,PT
AB,Z3.3.B.05,2015,2002,NA,1+,0.9881000000000002,PT
AB,Z3.3.B.05,2016,2003,NA,1+,0.9865,PT
AB,Z3.3.B.05,2017,2004,NA,1+,0.9893000000000001,PT
AB,Z3.3.B.05,2018,2005,NA,1+,0.9453,PT
AB,Z3.3.B.05,2019,2006,NA,1+,0.9813000000000001,PT
AB,Z3.3.B.05,2020,2007,NA,1+,0.9611000000000002,PT
AB,Z3.3.B.05,2021,2008,NA,1+,0.9799000000000001,PT
AB,Z3.3.B.05,2022,2009,NA,1+,0.9620000000000001,PT
AB,Z3.3.B.05,2023,2010,NA,1+,0.9142,PT
AB,Z3.3.B.05,2014,1997,NA,1+,0.9629000000000001,PT
AB,Z3.3.B.05,2015,1998,NA,1+,0.9624000000000001,PT
AB,Z3.3.B.05,2016,1999,NA,1+,0.9763000000000001,PT
AB,Z3.3.B.05,2017,2000,NA,1+,0.9804999999999999,PT
AB,Z3.3.B.05,2018,2001,NA,1+,0.9808,PT
AB,Z3.3.B.05,2019,2002,NA,1+,0.9881000000000002,PT
AB,Z3.3.B.05,2020,2003,NA,1+,0.9865,PT
AB,Z3.3.B.05,2021,2004,NA,1+,0.9961000000000001,PT
AB,Z3.3.B.05,2022,2005,NA,1+,0.9453,PT
AB,Z3.3.B.05,2023,2006,NA,1+,0.9813000000000001,PT
AB,Z3.3.B.05,2014,2012,NA,1,0.921,PT
AB,Z3.3.B.05,2015,2013,NA,1,0.8939000000000001,PT
AB,Z3.3.B.05,2016,2014,NA,1,0.882,PT
AB,Z3.3.B.05,2017,2015,NA,1,0.9245,PT
AB,Z3.3.B.05,2018,2016,NA,1,0.8822,PT
AB,Z3.3.B.05,2019,2017,NA,1,0.9278,PT
AB,Z3.3.B.05,2020,2018,NA,1,0.8859,PT
AB,Z3.3.B.05,2021,2019,NA,1,0.9458,PT
AB,Z3.3.B.05,2022,2020,NA,1+,0.8572,PT
AB,Z3.3.B.05,2023,2021,NA,1+,0.6815000000000001,PT
AB,Z3.3.B.05,2014,2001,NA,2,0.9077,PT
AB,Z3.3.B.05,2015,2002,NA,2,0.9635000000000001,PT
AB,Z3.3.B.05,2016,2003,NA,2,0.9309000000000001,PT
AB,Z3.3.B.05,2017,2004,NA,2,0.9377,PT
AB,Z3.3.B.05,2018,2005,NA,2,0.9746000000000001,PT
AB,Z3.3.B.05,2019,2006,NA,2,0.9525,PT
AB,Z3.3.B.05,2020,2007,NA,2,0.9312,PT
AB,Z3.3.B.05,2021,2008,NA,2,0.8535,PT
AB,Z3.3.B.05,2022,2009,NA,2,0.9062,PT
AB,Z3.3.B.05,2023,2010,NA,2,0.895,PT
AB,Z3.3.B.05,2014,1997,NA,2,0.9442,PT
AB,Z3.3.B.05,2015,1998,NA,2,0.9266000000000001,PT
AB,Z3.3.B.05,2016,1999,NA,2,0.9487000000000001,PT
AB,Z3.3.B.05,2017,2000,NA,2,0.9691000000000001,PT
AB,Z3.3.B.05,2018,2001,NA,2,0.9348000000000001,PT
AB,Z3.3.B.05,2019,2002,NA,2,0.9778,PT
AB,Z3.3.B.05,2020,2003,NA,2,0.9309000000000001,PT
AB,Z3.3.B.05,2021,2004,NA,2,0.9514000000000001,PT
AB,Z3.3.B.05,2022,2005,NA,2,0.9746000000000001,PT
AB,Z3.3.B.05,2023,2006,NA,2,0.9598,PT
AB,Z3.3.B.05,2023,2021,NA,2,0.5019,PT
AB,Z3.3.B.05,2014,2007,NA,2,0.8963000000000001,PT
AB,Z3.3.B.05,2015,2008,NA,2,0.8535,PT
AB,Z3.3.B.05,2016,2009,NA,2,0.8762000000000001,PT
AB,Z3.3.B.05,2017,2010,NA,2,0.884,PT
AB,Z3.3.B.05,2018,2011,NA,2,0.8812000000000001,PT
AB,Z3.3.B.05,2019,2012,NA,2,0.8858,PT
AB,Z3.3.B.05,2020,2013,NA,2,0.9057,PT
AB,Z3.3.B.05,2021,2014,NA,2,0.8279000000000001,PT
AB,Z3.3.B.05,2022,2015,NA,2,0.9138000000000001,PT
AB,Z3.3.B.05,2023,2016,NA,2,0.8484000000000002,PT
AB,Z3.4.A.01,2014,2001,NA,1+,0.9486000000000001,PT
AB,Z3.4.A.01,2015,2002,NA,1+,0.9634000000000001,PT
AB,Z3.4.A.01,2016,2003,NA,1+,0.9523,PT
AB,Z3.4.A.01,2017,2004,NA,1+,0.9636000000000001,PT
AB,Z3.4.A.01,2018,2005,NA,1+,0.9513000000000001,PT
AB,Z3.4.A.01,2019,2006,NA,1+,0.9615,PT
AB,Z3.4.A.01,2020,2007,NA,1+,0.9519000000000001,PT
AB,Z3.4.A.01,2021,2008,NA,1+,0.931,PT
AB,Z3.4.A.01,2022,2009,NA,1+,0.9254000000000001,PT
AB,Z3.4.A.01,2023,2010,NA,1+,0.9221,PT
AB,Z3.4.A.01,2014,1997,NA,1+,0.9056000000000001,PT
AB,Z3.4.A.01,2015,1998,NA,1+,0.9325,PT
AB,Z3.4.A.01,2016,1999,NA,1+,0.932,PT
AB,Z3.4.A.01,2017,2000,NA,1+,0.9459000000000001,PT
AB,Z3.4.A.01,2018,2001,NA,1+,0.9556,PT
AB,Z3.4.A.01,2019,2002,NA,1+,0.9723,PT
AB,Z3.4.A.01,2020,2003,NA,1+,0.9586000000000001,PT
AB,Z3.4.A.01,2021,2004,NA,1+,0.9725,PT
AB,Z3.4.A.01,2022,2005,NA,1+,0.9559000000000001,PT
AB,Z3.4.A.01,2023,2006,NA,1+,0.9653,PT
